Author ID,Author Name,Author URL
39481716,M. Corry,https://www.semanticscholar.org/author/39481716
1400383433,Catalina Amuedo-Dorantes,https://www.semanticscholar.org/author/1400383433
4059419,Cynthia Bansak,https://www.semanticscholar.org/author/4059419
40392273,Susan Pozo,https://www.semanticscholar.org/author/40392273
47693041,G. Myrdal,https://www.semanticscholar.org/author/47693041
72083874,Peter R. Cox,https://www.semanticscholar.org/author/72083874
143872174,D. Wood,https://www.semanticscholar.org/author/143872174
98280500,S. Patterson,https://www.semanticscholar.org/author/98280500
144622287,A. Richmond,https://www.semanticscholar.org/author/144622287
16619731,H. Dicks,https://www.semanticscholar.org/author/16619731
50478197,E. Boulding,https://www.semanticscholar.org/author/50478197
92204658,B. Benedict,https://www.semanticscholar.org/author/92204658
38827526,J. E. Spence,https://www.semanticscholar.org/author/38827526
48247979,P. Newman,https://www.semanticscholar.org/author/48247979
118896966,C. Frantz,https://www.semanticscholar.org/author/118896966
100905801,C. Rogers,https://www.semanticscholar.org/author/100905801
69531161,Philip H. Mason,https://www.semanticscholar.org/author/69531161
92776999,R. E. Baldwin,https://www.semanticscholar.org/author/92776999
144238701,V. Purcell,https://www.semanticscholar.org/author/144238701
66165691,S. Hatch,https://www.semanticscholar.org/author/66165691
49368366,M. Gluckman,https://www.semanticscholar.org/author/49368366
114223632,A. Tay,https://www.semanticscholar.org/author/114223632
66006283,P. Mcewan,https://www.semanticscholar.org/author/66006283
144121431,W. Gutteridge,https://www.semanticscholar.org/author/144121431
51406612,A. D. Grimshaw,https://www.semanticscholar.org/author/51406612
117482715,Malcolm J. C. Calley,https://www.semanticscholar.org/author/117482715
93490571,P. A. Stouse,https://www.semanticscholar.org/author/93490571
119401871,Hon. Alexander Cachia Zammit,https://www.semanticscholar.org/author/119401871
88656203,Charles Archibald Price,https://www.semanticscholar.org/author/88656203
89411404,W. F. Geyl,https://www.semanticscholar.org/author/89411404
48589554,F. Herrera,https://www.semanticscholar.org/author/48589554
113184710,G. Beijer,https://www.semanticscholar.org/author/113184710
50002775,J. J. Mol,https://www.semanticscholar.org/author/50002775
152546930,A. Richardson,https://www.semanticscholar.org/author/152546930
114018648,Manuel Diegues,https://www.semanticscholar.org/author/114018648
2450609,L. Katzen,https://www.semanticscholar.org/author/2450609
116999911,M. Zanartu,https://www.semanticscholar.org/author/116999911
1787228,W. Burns,https://www.semanticscholar.org/author/1787228
48216558,I. M. Lewis,https://www.semanticscholar.org/author/48216558
152817095,Emery F. Bacon,https://www.semanticscholar.org/author/152817095
117765297,O. D. Wollheim,https://www.semanticscholar.org/author/117765297
70623767,R. B. Davison,https://www.semanticscholar.org/author/70623767
50300463,A. Sharf,https://www.semanticscholar.org/author/50300463
103694610,John Harre,https://www.semanticscholar.org/author/103694610
66579899,P. Fordham,https://www.semanticscholar.org/author/66579899
16655895,H. Wiltshire,https://www.semanticscholar.org/author/16655895
116100719,G. K. Animashawun,https://www.semanticscholar.org/author/116100719
89708020,A. Paredes,https://www.semanticscholar.org/author/89708020
79870259,R. Thompson,https://www.semanticscholar.org/author/79870259
116548271,Harley Ross Hammond,https://www.semanticscholar.org/author/116548271
104866497,Lillian Ota Dotson,https://www.semanticscholar.org/author/104866497
108350936,Leo Kuper,https://www.semanticscholar.org/author/108350936
12121973,M. Banton,https://www.semanticscholar.org/author/12121973
16691034,H. Tajfel,https://www.semanticscholar.org/author/16691034
97504441,Desmond M. Connor,https://www.semanticscholar.org/author/97504441
117699057,Eugenio Perez Botija,https://www.semanticscholar.org/author/117699057
119108201,Por Jerzy Zubrzycki,https://www.semanticscholar.org/author/119108201
118676468,P. Bideberry,https://www.semanticscholar.org/author/118676468
49828496,G. Germani,https://www.semanticscholar.org/author/49828496
107740573,A. K. Constandse,https://www.semanticscholar.org/author/107740573
46723381,W. D. Borrie,https://www.semanticscholar.org/author/46723381
66646001,Paul Schneiter,https://www.semanticscholar.org/author/66646001
116448065,S. Bagu,https://www.semanticscholar.org/author/116448065
116712628,F. L. Jones,https://www.semanticscholar.org/author/116712628
119225757,T. Cnossen,https://www.semanticscholar.org/author/119225757
118987952,D. J. Lawless,https://www.semanticscholar.org/author/118987952
119400136,G. D. Mcquade,https://www.semanticscholar.org/author/119400136
6374760,J. Zubrzycki,https://www.semanticscholar.org/author/6374760
118362698,H. W. Arndt,https://www.semanticscholar.org/author/118362698
49029587,R. Moles,https://www.semanticscholar.org/author/49029587
118367109,Gerard Crennan,https://www.semanticscholar.org/author/118367109
1478784250,William Anti-Taylor,https://www.semanticscholar.org/author/1478784250
46724556,Rene Pelissier,https://www.semanticscholar.org/author/46724556
116853640,Czeslaw Jesman,https://www.semanticscholar.org/author/116853640
103472542,C. Boxer,https://www.semanticscholar.org/author/103472542
118658565,George,https://www.semanticscholar.org/author/118658565
50393037,E. Grier,https://www.semanticscholar.org/author/50393037
104745926,K. Sinclair,https://www.semanticscholar.org/author/104745926
1478432979,Laila Haglund-Calley,https://www.semanticscholar.org/author/1478432979
145015793,G. Yu,https://www.semanticscholar.org/author/145015793
108550699,David L. Morison,https://www.semanticscholar.org/author/108550699
116264578,Charles J. Levy,https://www.semanticscholar.org/author/116264578
117851710,D. Wilson,https://www.semanticscholar.org/author/117851710
90146105,R. Gray,https://www.semanticscholar.org/author/90146105
1485996586,Kojo Amoo-Gottfried,https://www.semanticscholar.org/author/1485996586
145410494,A. Polack,https://www.semanticscholar.org/author/145410494
49895482,D. Hughes,https://www.semanticscholar.org/author/49895482
77525000,W. Adie,https://www.semanticscholar.org/author/77525000
91995146,E. Butterworth,https://www.semanticscholar.org/author/91995146
50737334,N. Peppard,https://www.semanticscholar.org/author/50737334
117415675,P. Rose,https://www.semanticscholar.org/author/117415675
144554254,S. Rothman,https://www.semanticscholar.org/author/144554254
47359149,J. Dawson,https://www.semanticscholar.org/author/47359149
93074118,A. Kiev,https://www.semanticscholar.org/author/93074118
113196751,M. Warren,https://www.semanticscholar.org/author/113196751
98064450,D. Goddard,https://www.semanticscholar.org/author/98064450
47841396,E. Brett,https://www.semanticscholar.org/author/47841396
50534994,N. Uberoi,https://www.semanticscholar.org/author/50534994
92511073,J. R. Hooker,https://www.semanticscholar.org/author/92511073
117363747,E. Hughes,https://www.semanticscholar.org/author/117363747
104889876,N. Deakin,https://www.semanticscholar.org/author/104889876
119467104,Por F. Vazquez Mateo,https://www.semanticscholar.org/author/119467104
113312507,M. F. Timlin,https://www.semanticscholar.org/author/113312507
31824420,J. Thomas,https://www.semanticscholar.org/author/31824420
143880911,R. Weber,https://www.semanticscholar.org/author/143880911
118603760,Werner Aulich,https://www.semanticscholar.org/author/118603760
118819180,R. Johnston,https://www.semanticscholar.org/author/118819180
81428364,J. Mcdonald,https://www.semanticscholar.org/author/81428364
119230663,W. M. Besterman,https://www.semanticscholar.org/author/119230663
49602217,K. Mayer,https://www.semanticscholar.org/author/49602217
92296005,D. Benn,https://www.semanticscholar.org/author/92296005
115319966,W. S. Bernard,https://www.semanticscholar.org/author/115319966
91048677,W. Aulich,https://www.semanticscholar.org/author/91048677
49335832,T. Scheff,https://www.semanticscholar.org/author/49335832
87953867,R. Lee,https://www.semanticscholar.org/author/87953867
145279993,G. A. Harrison,https://www.semanticscholar.org/author/145279993
47549018,R. Rose,https://www.semanticscholar.org/author/47549018
39819676,Jonty Driver,https://www.semanticscholar.org/author/39819676
21454625,D. Warren,https://www.semanticscholar.org/author/21454625
10142852,G. Dunstan,https://www.semanticscholar.org/author/10142852
3185140,R. Hobson,https://www.semanticscholar.org/author/3185140
104091368,C. Peach,https://www.semanticscholar.org/author/104091368
113388304,Cedric Thornberry,https://www.semanticscholar.org/author/113388304
70641644,T. Melady,https://www.semanticscholar.org/author/70641644
75086066,F. J. Bayliss,https://www.semanticscholar.org/author/75086066
145462377,J. B. Coates,https://www.semanticscholar.org/author/145462377
144504772,W. Edgar,https://www.semanticscholar.org/author/144504772
98631420,R. Nettleford,https://www.semanticscholar.org/author/98631420
72951076,R. I. Rotberg,https://www.semanticscholar.org/author/72951076
6059102,R. Serpell,https://www.semanticscholar.org/author/6059102
115092879,Clive Sneddon,https://www.semanticscholar.org/author/115092879
117919769,Arthur E. Bonfield,https://www.semanticscholar.org/author/117919769
5385486,P. Duncan,https://www.semanticscholar.org/author/5385486
115957391,B.u.-D. Dahya,https://www.semanticscholar.org/author/115957391
103090562,J. Plamenatz,https://www.semanticscholar.org/author/103090562
7962262,S. Clissold,https://www.semanticscholar.org/author/7962262
15183396,F. Pye,https://www.semanticscholar.org/author/15183396
113905111,N. Bosanquet,https://www.semanticscholar.org/author/113905111
117737475,Zaynab Dahya,https://www.semanticscholar.org/author/117737475
114899834,O. W. Furley,https://www.semanticscholar.org/author/114899834
1414700124,J. Chadwick-Jones,https://www.semanticscholar.org/author/1414700124
1486011569,Alan Rees-Powell,https://www.semanticscholar.org/author/1486011569
33841964,J. Heiss,https://www.semanticscholar.org/author/33841964
32363139,J. E. Backer,https://www.semanticscholar.org/author/32363139
115604134,J. J. Monroe,https://www.semanticscholar.org/author/115604134
144831252,R. Johnston,https://www.semanticscholar.org/author/144831252
1460157180,F. Wilder-Okladek,https://www.semanticscholar.org/author/1460157180
118639472,Bys. Barkin,https://www.semanticscholar.org/author/118639472
119265798,D. H. Hofmeije,https://www.semanticscholar.org/author/119265798
118743538,Par R. Guye,https://www.semanticscholar.org/author/118743538
48732314,Cleve Schou,https://www.semanticscholar.org/author/48732314
1846445125,Reginald Freeson,https://www.semanticscholar.org/author/1846445125
116546543,N. Deakin,https://www.semanticscholar.org/author/116546543
143930663,D. Lawrence,https://www.semanticscholar.org/author/143930663
47436545,J. Silvey,https://www.semanticscholar.org/author/47436545
116911837,M. J. Lelohe,https://www.semanticscholar.org/author/116911837
46456479,V. Houghton,https://www.semanticscholar.org/author/46456479
2063262,S. Lieberson,https://www.semanticscholar.org/author/2063262
80297548,G. Jahoda,https://www.semanticscholar.org/author/80297548
20500495,T. Veness,https://www.semanticscholar.org/author/20500495
114257446,I. Pushkin,https://www.semanticscholar.org/author/114257446
115351857,C. P. Price,https://www.semanticscholar.org/author/115351857
17126836,O. Mannoni,https://www.semanticscholar.org/author/17126836
116472297,Ian Hamnett,https://www.semanticscholar.org/author/116472297
47668139,K. Leech,https://www.semanticscholar.org/author/47668139
34191315,Jack Melling,https://www.semanticscholar.org/author/34191315
104615610,R. L. Kapil,https://www.semanticscholar.org/author/104615610
114946629,J. L. Hymans,https://www.semanticscholar.org/author/114946629
48138794,C. Chitty,https://www.semanticscholar.org/author/48138794
50592228,M. D. Biddiss,https://www.semanticscholar.org/author/50592228
116881370,Beryl A. Radin,https://www.semanticscholar.org/author/116881370
103580672,R. Tanner,https://www.semanticscholar.org/author/103580672
71857974,G. K. Garbett,https://www.semanticscholar.org/author/71857974
115435462,B.a.n. Collins,https://www.semanticscholar.org/author/115435462
119459337,J. Hochbaum,https://www.semanticscholar.org/author/119459337
9826763,G. Maselli,https://www.semanticscholar.org/author/9826763
16850685,H. Grubel,https://www.semanticscholar.org/author/16850685
144852245,A. Scott,https://www.semanticscholar.org/author/144852245
103386084,B. C. Olschak,https://www.semanticscholar.org/author/103386084
119434118,Por L. A. Martinez Cachero,https://www.semanticscholar.org/author/119434118
118755458,Por B. W. Haveman,https://www.semanticscholar.org/author/118755458
16708608,B. M. Snedden,https://www.semanticscholar.org/author/16708608
143788485,P. Wong,https://www.semanticscholar.org/author/143788485
119021647,A. A. C. Cavelaars,https://www.semanticscholar.org/author/119021647
119493633,Z. S. Gurzynski,https://www.semanticscholar.org/author/119493633
119192331,B. W. Haveman,https://www.semanticscholar.org/author/119192331
119533407,A. S. Tuinman,https://www.semanticscholar.org/author/119533407
12848971,A. Weinberg,https://www.semanticscholar.org/author/12848971
118755457,Par B. W. Haveman,https://www.semanticscholar.org/author/118755457
113844426,Gaik Cheng Khoo,https://www.semanticscholar.org/author/113844426
144716733,J. Hunt,https://www.semanticscholar.org/author/144716733
11759224,C. C. Aronsfeld,https://www.semanticscholar.org/author/11759224
117700406,Dave Shipper,https://www.semanticscholar.org/author/117700406
40457603,S. Milgram,https://www.semanticscholar.org/author/40457603
114161314,W. Maslow,https://www.semanticscholar.org/author/114161314
113695422,Mary C. Pinsent,https://www.semanticscholar.org/author/113695422
34837823,R. Cohen,https://www.semanticscholar.org/author/34837823
49951261,Claude Klein,https://www.semanticscholar.org/author/49951261
81603007,E. D. Kadt,https://www.semanticscholar.org/author/81603007
116303874,Peter Woog,https://www.semanticscholar.org/author/116303874
48462547,A. Mandel,https://www.semanticscholar.org/author/48462547
47232434,John Garrard,https://www.semanticscholar.org/author/47232434
113481432,Max Melamet,https://www.semanticscholar.org/author/113481432
46322949,I. Harvey,https://www.semanticscholar.org/author/46322949
145940625,Jonny Moser,https://www.semanticscholar.org/author/145940625
117160556,I. J. Leibler,https://www.semanticscholar.org/author/117160556
117674718,F. L. Brassloff,https://www.semanticscholar.org/author/117674718
49760158,J. Gould,https://www.semanticscholar.org/author/49760158
82931482,D. Stafford‐clark,https://www.semanticscholar.org/author/82931482
47999265,M. Freedman,https://www.semanticscholar.org/author/47999265
144507842,C. Hill,https://www.semanticscholar.org/author/144507842
46668058,Otto Klineberg,https://www.semanticscholar.org/author/46668058
118443584,Clieton H. Johnson,https://www.semanticscholar.org/author/118443584
104876374,A. E. Bottoms,https://www.semanticscholar.org/author/104876374
117394986,G. Bennett,https://www.semanticscholar.org/author/117394986
144415521,R. Hart,https://www.semanticscholar.org/author/144415521
32427532,P. L. Van Den Berghe,https://www.semanticscholar.org/author/32427532
115655491,Jill Sheppard,https://www.semanticscholar.org/author/115655491
1435225419,J. O'connell,https://www.semanticscholar.org/author/1435225419
16256148,V. Karn,https://www.semanticscholar.org/author/16256148
145689401,J. Rex,https://www.semanticscholar.org/author/145689401
145672056,Robert Moore,https://www.semanticscholar.org/author/145672056
144517147,J. Needham,https://www.semanticscholar.org/author/144517147
73236277,M. Scott,https://www.semanticscholar.org/author/73236277
145885633,W. Cooper,https://www.semanticscholar.org/author/145885633
49809544,R. C. Reinders,https://www.semanticscholar.org/author/49809544
117708198,D. G. Hill,https://www.semanticscholar.org/author/117708198
1846282934,E. Marshall Pollock,https://www.semanticscholar.org/author/1846282934
69063246,Hilary Perraton,https://www.semanticscholar.org/author/69063246
16623593,D. Oliensis,https://www.semanticscholar.org/author/16623593
34770093,J. Bhatnagar,https://www.semanticscholar.org/author/34770093
117461104,Alfred G. Gerteiny,https://www.semanticscholar.org/author/117461104
92971968,R. J. Hammond,https://www.semanticscholar.org/author/92971968
36999706,S. S. Anant,https://www.semanticscholar.org/author/36999706
117171331,S. Johns,https://www.semanticscholar.org/author/117171331
39090300,Graham Thomas,https://www.semanticscholar.org/author/39090300
1403940163,A. Russell-Wood,https://www.semanticscholar.org/author/1403940163
114619489,V. George,https://www.semanticscholar.org/author/114619489
82078702,Geoffrey Millerson,https://www.semanticscholar.org/author/82078702
39659306,E. Feit,https://www.semanticscholar.org/author/39659306
12327303,L. Kushnick,https://www.semanticscholar.org/author/12327303
113813014,John Nagenda,https://www.semanticscholar.org/author/113813014
117895692,Mark Bonham Carter,https://www.semanticscholar.org/author/117895692
47600927,R. Jenkins,https://www.semanticscholar.org/author/47600927
117859235,J. H. Denton,https://www.semanticscholar.org/author/117859235
119165435,Par Et. De La Vallee Poussin,https://www.semanticscholar.org/author/119165435
118680854,Øystein Opdahl,https://www.semanticscholar.org/author/118680854
145977449,A. Richardson,https://www.semanticscholar.org/author/145977449
104765454,Reginald Appleyard,https://www.semanticscholar.org/author/104765454
118828745,T. Goantiang,https://www.semanticscholar.org/author/118828745
119504289,Luis Segui Gonzales,https://www.semanticscholar.org/author/119504289
16755370,A. Doczy,https://www.semanticscholar.org/author/16755370
83630153,T. W. Rogers,https://www.semanticscholar.org/author/83630153
91135177,J. E. Fawcett,https://www.semanticscholar.org/author/91135177
117299146,Kurt Richard Grossmann,https://www.semanticscholar.org/author/117299146
104108891,Rita Hinden,https://www.semanticscholar.org/author/104108891
144331849,I. Rubin,https://www.semanticscholar.org/author/144331849
79316492,Eugene Heimler,https://www.semanticscholar.org/author/79316492
2174986,M. Dummett,https://www.semanticscholar.org/author/2174986
80170688,W. L. Holladay,https://www.semanticscholar.org/author/80170688
40763683,M. Beloff,https://www.semanticscholar.org/author/40763683
116785133,F. A. Hermens,https://www.semanticscholar.org/author/116785133
116638089,H. D. Klingemann,https://www.semanticscholar.org/author/116638089
3375270,F. U. Pappi,https://www.semanticscholar.org/author/3375270
113620030,Carol Weisbrod,https://www.semanticscholar.org/author/113620030
15813303,H. Tinker,https://www.semanticscholar.org/author/15813303
118392470,Rabbi Arthur Hertzberg,https://www.semanticscholar.org/author/118392470
50280917,David L. Stoloff,https://www.semanticscholar.org/author/50280917
119270017,N. Lerner,https://www.semanticscholar.org/author/119270017
30904543,L. Green,https://www.semanticscholar.org/author/30904543
1834081,I. Szabo,https://www.semanticscholar.org/author/1834081
116914355,M. Cranston,https://www.semanticscholar.org/author/116914355
40270651,S. Roth,https://www.semanticscholar.org/author/40270651
112957925,E. Rose,https://www.semanticscholar.org/author/112957925
94796919,C. J. Jooste,https://www.semanticscholar.org/author/94796919
145252080,M. Price,https://www.semanticscholar.org/author/145252080
113710674,Quintin Whyte,https://www.semanticscholar.org/author/113710674
115175284,Adrian Sinfield,https://www.semanticscholar.org/author/115175284
73919717,June Elizabeth Derrick,https://www.semanticscholar.org/author/73919717
116048493,M. Dines,https://www.semanticscholar.org/author/116048493
113050249,K. Little,https://www.semanticscholar.org/author/113050249
119378703,E. Boyle,https://www.semanticscholar.org/author/119378703
38174281,Simon Abbott,https://www.semanticscholar.org/author/38174281
115257925,Anne De La Presle,https://www.semanticscholar.org/author/115257925
12378422,O. Gish,https://www.semanticscholar.org/author/12378422
79249730,C. Bagley,https://www.semanticscholar.org/author/79249730
145727957,L. Raynor,https://www.semanticscholar.org/author/145727957
84063323,B. Hepple,https://www.semanticscholar.org/author/84063323
113231392,John Sekora,https://www.semanticscholar.org/author/113231392
92166202,B. Davison,https://www.semanticscholar.org/author/92166202
1470834476,K. Hylson-Smith,https://www.semanticscholar.org/author/1470834476
114615534,Percy S. Cohen,https://www.semanticscholar.org/author/114615534
103913730,D. Rothchild,https://www.semanticscholar.org/author/103913730
144176039,A. Little,https://www.semanticscholar.org/author/144176039
91162000,C. Mabey,https://www.semanticscholar.org/author/91162000
104950001,G. Whitaker,https://www.semanticscholar.org/author/104950001
47438691,S. Neville Watson,https://www.semanticscholar.org/author/47438691
102355814,Harold Lampkin,https://www.semanticscholar.org/author/102355814
103941681,M. Newitt,https://www.semanticscholar.org/author/103941681
48683758,A. Dickey,https://www.semanticscholar.org/author/48683758
16938068,T. Kawwa,https://www.semanticscholar.org/author/16938068
88774934,E. Brathwaite,https://www.semanticscholar.org/author/88774934
114949851,J. M. Lonsdale,https://www.semanticscholar.org/author/114949851
113784580,J. Edmonds,https://www.semanticscholar.org/author/113784580
144082969,H. Patterson,https://www.semanticscholar.org/author/144082969
118110042,M. Swanson,https://www.semanticscholar.org/author/118110042
26440814,B. G. Cohen,https://www.semanticscholar.org/author/26440814
40306618,P. Jenner,https://www.semanticscholar.org/author/40306618
88819416,U. Hannerz,https://www.semanticscholar.org/author/88819416
145108133,D. Bhattacharya,https://www.semanticscholar.org/author/145108133
39789021,J. A. Perkins,https://www.semanticscholar.org/author/39789021
32691915,J. Muir,https://www.semanticscholar.org/author/32691915
153657136,J. R. Mcdonald,https://www.semanticscholar.org/author/153657136
152181282,G. Beyer,https://www.semanticscholar.org/author/152181282
30467298,H. David,https://www.semanticscholar.org/author/30467298
39529179,T. Samuel,https://www.semanticscholar.org/author/39529179
82356929,E. F. Kunz,https://www.semanticscholar.org/author/82356929
116261970,H. Rose,https://www.semanticscholar.org/author/116261970
116333282,Melvin Peck,https://www.semanticscholar.org/author/116333282
80529730,Maurice P. Hunt,https://www.semanticscholar.org/author/80529730
46242453,R. Weisbord,https://www.semanticscholar.org/author/46242453
50563101,A. Stein,https://www.semanticscholar.org/author/50563101
118505581,Z. Lamm,https://www.semanticscholar.org/author/118505581
101288258,I. Katznelson,https://www.semanticscholar.org/author/101288258
4758113,L. Sklair,https://www.semanticscholar.org/author/4758113
52340733,R. Kuhnl,https://www.semanticscholar.org/author/52340733
108363871,R. Schuursma,https://www.semanticscholar.org/author/108363871
50418308,H. Jager,https://www.semanticscholar.org/author/50418308
118272046,Abraham G. Duker,https://www.semanticscholar.org/author/118272046
114131117,Annelise Thimme,https://www.semanticscholar.org/author/114131117
37717145,G. Fleming,https://www.semanticscholar.org/author/37717145
114760235,Wulf Schonbohm,https://www.semanticscholar.org/author/114760235
116903684,Shinobu Oe,https://www.semanticscholar.org/author/116903684
40700453,C. Bibby,https://www.semanticscholar.org/author/40700453
114757055,Anne Rodway,https://www.semanticscholar.org/author/114757055
118230425,Joseph A. Hunte,https://www.semanticscholar.org/author/118230425
145093484,B. Epstein,https://www.semanticscholar.org/author/145093484
116797152,Andre Z. Labarrere,https://www.semanticscholar.org/author/116797152
37956917,G. W. Shepherd,https://www.semanticscholar.org/author/37956917
79220278,E. Krausz,https://www.semanticscholar.org/author/79220278
118234965,R. Anstey,https://www.semanticscholar.org/author/118234965
46914099,R. Ward,https://www.semanticscholar.org/author/46914099
114332307,F. Taylor,https://www.semanticscholar.org/author/114332307
48322973,A. Mazrui,https://www.semanticscholar.org/author/48322973
104787524,R. Huttenback,https://www.semanticscholar.org/author/104787524
47431019,R. Bell,https://www.semanticscholar.org/author/47431019
101568308,H. Lever,https://www.semanticscholar.org/author/101568308
116194167,O. Wagner,https://www.semanticscholar.org/author/116194167
118093528,K. G. Hahlo,https://www.semanticscholar.org/author/118093528
49524844,J. Kieran,https://www.semanticscholar.org/author/49524844
49252185,Yochanan Peres,https://www.semanticscholar.org/author/49252185
48804650,Z. Levy,https://www.semanticscholar.org/author/48804650
69438791,A. Hoogvelt,https://www.semanticscholar.org/author/69438791
112912966,F. Samuels,https://www.semanticscholar.org/author/112912966
1785405014,M. J. Le Lohe,https://www.semanticscholar.org/author/1785405014
1846285722,A.r. Goldman,https://www.semanticscholar.org/author/1846285722
1410673852,J. Pitt-Rivers,https://www.semanticscholar.org/author/1410673852
79496885,L. Radcliffe,https://www.semanticscholar.org/author/79496885
118527196,Richard P. Longaker,https://www.semanticscholar.org/author/118527196
108264843,J. A. Langley,https://www.semanticscholar.org/author/108264843
117848368,J. Jupp,https://www.semanticscholar.org/author/117848368
120347574,J. Western,https://www.semanticscholar.org/author/120347574
82248331,A. Rabushka,https://www.semanticscholar.org/author/82248331
153497148,Franklin J. Henry,https://www.semanticscholar.org/author/153497148
46311759,E. Bender,https://www.semanticscholar.org/author/46311759
118929080,Marrigje Scobie,https://www.semanticscholar.org/author/118929080
144420235,C. W. Hultman,https://www.semanticscholar.org/author/144420235
3457063,Thomas L. Bernard,https://www.semanticscholar.org/author/3457063
12888769,R. Moncarz,https://www.semanticscholar.org/author/12888769
38542090,W. Li,https://www.semanticscholar.org/author/38542090
2375451,W. Bohning,https://www.semanticscholar.org/author/2375451
50234558,T. R. Lee,https://www.semanticscholar.org/author/50234558
69489037,K. Weiermair,https://www.semanticscholar.org/author/69489037
118940201,Paul Ladame,https://www.semanticscholar.org/author/118940201
144891324,Arthur L. Smith,https://www.semanticscholar.org/author/144891324
32469197,H. Walton,https://www.semanticscholar.org/author/32469197
116917490,Charles D. Peavy,https://www.semanticscholar.org/author/116917490
105062602,Boniface I. Obichere,https://www.semanticscholar.org/author/105062602
46499027,V. Harding,https://www.semanticscholar.org/author/46499027
84593168,K. Opoku,https://www.semanticscholar.org/author/84593168
69340274,M. Alexis,https://www.semanticscholar.org/author/69340274
50132640,M. Jackson,https://www.semanticscholar.org/author/50132640
34345485,O. Taylor,https://www.semanticscholar.org/author/34345485
145298729,R. L. Scott,https://www.semanticscholar.org/author/145298729
69340960,Patrick C. Kennicott,https://www.semanticscholar.org/author/69340960
12021500,G. A. Levesque,https://www.semanticscholar.org/author/12021500
116047902,Joanna Schneider Zangrando,https://www.semanticscholar.org/author/116047902
98846409,Robert L. Zangrando,https://www.semanticscholar.org/author/98846409
80860251,H. Hahn,https://www.semanticscholar.org/author/80860251
103339926,A. Jensen,https://www.semanticscholar.org/author/103339926
38730170,J. Hirsch,https://www.semanticscholar.org/author/38730170
117325816,L. Hudson,https://www.semanticscholar.org/author/117325816
144014876,S. Rose,https://www.semanticscholar.org/author/144014876
114424695,M. M. Richards,https://www.semanticscholar.org/author/114424695
51038936,Colin Holmes,https://www.semanticscholar.org/author/51038936
117092673,Julio Dresner,https://www.semanticscholar.org/author/117092673
49400899,Margaret S. Ellis,https://www.semanticscholar.org/author/49400899
103477755,B. Crick,https://www.semanticscholar.org/author/103477755
114798546,D. Macrae,https://www.semanticscholar.org/author/114798546
101880167,W. P. Zenner,https://www.semanticscholar.org/author/101880167
114781644,Franz Dobmann,https://www.semanticscholar.org/author/114781644
1411594009,X. Leon-Dufour,https://www.semanticscholar.org/author/1411594009
118324133,Peter Gradenwitz,https://www.semanticscholar.org/author/118324133
118447624,Christopher Hollis,https://www.semanticscholar.org/author/118447624
97907049,J. Goldlust,https://www.semanticscholar.org/author/97907049
82227976,M. Sim,https://www.semanticscholar.org/author/82227976
115993172,Jonathan Magonet,https://www.semanticscholar.org/author/115993172
114068236,Y. Harkabi,https://www.semanticscholar.org/author/114068236
116355638,David Glueck,https://www.semanticscholar.org/author/116355638
78882664,S. J. Rosen,https://www.semanticscholar.org/author/78882664
2024950,M. Feldman,https://www.semanticscholar.org/author/2024950
113670673,W. Rabi,https://www.semanticscholar.org/author/113670673
104066994,G. C. Alroy,https://www.semanticscholar.org/author/104066994
50586528,Erwin Leiser,https://www.semanticscholar.org/author/50586528
118499017,S. Bornstein,https://www.semanticscholar.org/author/118499017
118025515,Peter Storrs,https://www.semanticscholar.org/author/118025515
114480280,Jacqueline E. Stuart,https://www.semanticscholar.org/author/114480280
113635688,B. Kayfetz,https://www.semanticscholar.org/author/113635688
116551356,Elkan D. Levy,https://www.semanticscholar.org/author/116551356
146909408,Hussey Lr,https://www.semanticscholar.org/author/146909408
153220984,T. A. Rees,https://www.semanticscholar.org/author/153220984
81969905,R. Jowell,https://www.semanticscholar.org/author/81969905
1456743493,Patricia Prescott-Clarke,https://www.semanticscholar.org/author/1456743493
1846306070,Conor Cruise O'brien,https://www.semanticscholar.org/author/1846306070
98839728,R. Anstey,https://www.semanticscholar.org/author/98839728
1846360140,G.c. Kinloch,https://www.semanticscholar.org/author/1846360140
39587545,A. Marsh,https://www.semanticscholar.org/author/39587545
117762386,Lloyd Street,https://www.semanticscholar.org/author/117762386
116391414,Anani Dzidzienyo,https://www.semanticscholar.org/author/116391414
143980169,A. Wells,https://www.semanticscholar.org/author/143980169
49737313,J. Comas,https://www.semanticscholar.org/author/49737313
152211950,W. Ellen Daniel,https://www.semanticscholar.org/author/152211950
1846280133,Christopher Bagley,https://www.semanticscholar.org/author/1846280133
113681195,J. Downing,https://www.semanticscholar.org/author/113681195
40766976,Quintin Hogg,https://www.semanticscholar.org/author/40766976
114468151,D. Horowitz,https://www.semanticscholar.org/author/114468151
114427685,C. Palley,https://www.semanticscholar.org/author/114427685
50570985,D. W. Hill,https://www.semanticscholar.org/author/50570985
46374835,A. Barnett,https://www.semanticscholar.org/author/46374835
116629636,C. Pickvance,https://www.semanticscholar.org/author/116629636
116722589,R. Wild,https://www.semanticscholar.org/author/116722589
113718166,C. Ridgeway,https://www.semanticscholar.org/author/113718166
15420578,C. S. Smith,https://www.semanticscholar.org/author/15420578
114188469,N. Wilson,https://www.semanticscholar.org/author/114188469
104696452,A. Robertson,https://www.semanticscholar.org/author/104696452
